"","pid","W1_Paranoia1","W1_Paranoia2","W1_Paranoia3","W1_Paranoia4","W1_Paranoia5","W1_Paranoia_Total","W1_Conspiracy_1","W1_Conspiracy_2","W1_Conspiracy_3","W1_Conspiracy_4","W1_Conspiracy_5","W1_Conspiracy_Total","W1_Religion_binary","W1_ReligiousBelief_Total","W1_ReligiousBelief1","W1_ReligiousBelief2","W1_ReligiousBelief3","W1_ReligiousBelief4","W1_ReligiousBelief5","W1_ReligiousBelief6","W1_ReligiousBelief7","W1_ReligiousBelief8","W1_ReligiousBelief2_R","W1_ReligiousBelief4_R","W1_ReligiousBelief6_R","W1_ReligiousBelief8_R","W1_Political_Scale","W1_Nationalism1","W1_Nationalism2","W1_Nationalism_Total","W1_Death_Anxiety_Total","W1_DAI1","W1_DAI2","W1_DAI3","W1_DAI4","W1_DAI5","W1_DAI6","W1_DAI7","W1_DAI8","W1_DAI9","W1_DAI10","W1_DAI11","W1_DAI12","W1_DAI13","W1_DAI14","W1_DAI15","W1_DAI16","W1_DAI17","W1_CRT1","W1_CRT2","W1_CRT3","W1_CRT4","W1_CRT5","W1_ReligiousBelief1_R","W1_ReligiousBelief3_R","W1_ReligiousBelief5_R","W1_ReligiousBelief7_R","W1_TotalCRT","W1_Gender","W1_Age_year","W1_Age_categories"
"2365",1647358656,3,4,3,2,4,16,11,11,6,6,11,45,1,20,1,3,3,2,2,5,3,3,3,4,1,3,5,2,2,4,61,3,4,1,5,5,3,5,5,5,3,2,3,5,4,3,3,2,2,4,2,3,3,5,3,4,3,0,2,30,2
"2367",1647517795,4,4,4,4,5,21,5,6,6,6,6,29,0,26,3,2,2,2,2,2,3,2,4,4,4,4,7,4,4,8,42,4,3,3,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,4,3,3,4,4,3,0,2,20,1
"2368",1647570645,1,1,3,1,1,7,3,6,4,4,4,21,0,30,3,2,5,2,3,3,3,1,4,4,3,5,6,5,5,10,28,2,1,1,1,1,1,1,3,1,1,4,1,1,2,1,2,4,2,1,2,4,2,3,1,3,3,2,2,73,6
"2369",1647828475,3,3,3,3,3,15,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,9,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,3,3,3,3,5,1,24,1
"2371",1648247396,4,2,2,2,2,12,7,10,8,9,9,43,1,23,2,3,3,3,3,3,3,3,3,3,3,3,8,3,4,7,68,2,2,3,4,5,5,4,5,5,4,5,4,4,4,4,4,4,2,2,2,4,2,4,3,3,3,1,2,33,2
"2372",1648957406,4,4,4,4,4,20,11,11,11,11,11,55,0,36,5,5,5,1,5,1,5,1,1,5,5,5,2,3,2,5,67,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,3,1,1,1,1,1,2,35,3
"2373",1649518537,5,5,5,5,5,25,8,8,8,8,8,40,1,24,4,4,4,4,4,4,4,4,2,2,2,2,9,2,2,4,50,1,2,2,3,3,3,3,3,3,5,2,3,3,3,3,4,4,2,2,2,2,3,2,2,2,2,1,1,37,3
"2375",1649941652,2,3,2,2,3,12,11,11,11,11,11,55,1,17,2,4,2,3,1,3,1,3,2,3,3,3,5,3,2,5,38,3,2,3,3,2,2,2,5,2,2,2,3,2,1,1,2,1,2,2,2,4,2,4,4,5,5,1,2,21,1
"2376",1650470587,2,3,2,1,3,11,9,9,8,6,8,40,1,22,3,5,3,3,2,3,3,2,1,3,3,4,5,2,3,5,37,2,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,3,2,1,47,4
"2378",1650768172,1,1,1,1,2,6,6,9,2,6,6,29,1,28,3,3,4,1,4,4,3,2,3,5,2,4,9,2,2,4,62,4,2,5,3,4,4,4,5,3,4,2,5,3,3,3,5,3,2,1,2,4,2,3,2,2,3,2,2,65,6
"2380",1650977438,1,2,1,1,1,6,8,7,7,7,6,35,1,26,3,3,5,3,2,3,3,2,3,3,3,4,8,4,4,8,66,4,1,5,5,5,3,4,5,5,4,2,4,5,1,5,5,3,2,1,2,4,3,3,1,4,3,1,1,19,1
"2382",1651043719,1,1,3,1,1,7,9,11,7,2,5,34,0,37,5,1,5,1,5,4,5,1,5,5,2,5,1,1,1,2,34,1,4,1,4,1,1,1,5,4,1,1,1,1,1,1,4,2,1,1,1,2,2,1,1,1,1,5,1,36,3
"2383",1651046532,2,1,4,2,5,14,10,11,11,7,11,50,0,22,2,4,3,3,3,3,3,3,2,3,3,3,5,2,4,6,63,5,1,5,4,2,5,4,5,5,5,1,4,5,1,5,5,1,2,4,2,2,3,4,3,3,3,1,1,32,2
"2384",1651057809,3,3,3,2,3,14,5,5,5,3,5,23,1,23,2,4,3,2,3,4,4,3,2,4,2,3,3,3,3,6,53,3,3,4,2,4,4,4,2,2,2,4,4,3,3,3,3,3,2,1,2,3,3,4,3,3,2,1,1,52,4
"2385",1651066788,4,4,3,4,1,16,10,11,10,6,2,39,0,37,5,1,5,1,5,4,5,1,5,5,2,5,1,1,5,6,27,1,1,2,1,1,1,1,3,2,1,3,1,1,4,1,2,1,2,2,2,2,3,1,1,1,1,1,1,23,1
"2387",1651086511,3,5,2,4,1,15,11,9,6,9,6,41,1,18,5,5,1,5,1,3,4,4,1,1,3,2,5,3,3,6,24,1,1,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,1,5,5,2,0,2,52,4
"2388",1651128895,1,1,1,1,1,5,8,11,8,6,7,40,0,35,4,1,5,2,5,3,5,2,5,4,3,4,5,1,3,4,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,1,1,2,1,40,3
"2389",1651138410,5,5,3,4,5,22,4,6,7,8,6,31,1,23,3,2,3,3,4,5,3,4,4,3,1,2,9,5,5,10,71,4,5,4,5,4,3,5,3,5,4,5,4,5,3,5,4,3,2,4,4,4,3,3,3,2,3,0,1,45,4
"2393",1652409624,4,3,3,3,4,17,10,11,10,7,8,46,1,11,1,5,1,4,1,4,2,5,1,2,2,1,5,2,3,5,58,4,2,3,4,4,3,3,5,2,3,4,4,3,3,3,4,4,2,4,2,4,3,5,5,5,4,0,2,31,2
"2394",1652556604,2,2,3,1,2,10,9,8,7,5,6,35,1,26,3,3,3,2,3,2,3,3,3,4,4,3,5,2,2,4,37,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,1,4,2,3,3,3,3,4,2,54,4
"2395",1652574847,1,3,2,1,1,8,8,7,2,2,6,25,1,23,2,4,3,2,2,2,3,3,2,4,4,3,8,3,4,7,31,4,1,3,3,3,1,3,1,4,1,1,1,1,1,1,1,1,2,2,3,4,2,4,3,4,3,1,1,42,3
"2396",1652575595,1,2,2,1,4,10,11,7,6,6,6,36,1,28,2,2,3,1,3,3,3,1,4,5,3,5,4,2,4,6,51,2,3,2,3,5,3,2,4,4,4,3,2,4,2,3,3,2,2,2,2,2,3,4,3,3,3,1,2,40,3
"2397",1652625521,3,4,4,3,4,18,6,6,9,6,6,33,1,25,3,3,3,2,3,3,3,3,3,4,3,3,5,3,2,5,53,3,2,4,3,3,2,3,2,2,3,4,3,4,4,3,4,4,2,2,2,4,3,3,3,3,3,0,2,45,4
"2398",1652704511,3,2,2,2,3,12,6,6,6,5,5,28,1,23,3,3,3,3,2,4,4,3,3,3,2,3,7,3,3,6,65,4,4,3,2,3,3,3,5,3,3,3,5,5,5,5,4,5,2,2,2,4,3,3,3,4,2,0,2,73,6
"2399",1652755450,2,4,4,1,2,13,9,11,11,11,11,53,0,34,4,1,5,2,5,5,5,1,5,4,1,5,5,2,2,4,26,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,4,3,2,1,1,1,0,2,63,5
"2400",1652767239,1,2,2,1,2,8,10,7,9,6,8,40,0,28,3,3,5,3,5,3,3,3,3,3,3,3,5,3,4,7,29,1,3,2,1,1,1,1,1,1,1,2,1,3,3,2,2,3,2,4,2,2,2,3,1,1,3,2,1,45,4
"2401",1652811979,4,4,3,1,2,14,11,11,10,11,6,49,1,39,5,1,5,1,5,2,5,1,5,5,4,5,5,3,4,7,27,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,3,2,2,2,4,2,1,1,1,1,1,2,63,5
"2402",1652833941,1,2,2,2,4,11,8,11,9,8,8,44,0,31,3,2,3,1,3,2,4,1,4,5,4,5,3,3,2,5,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,3,3,3,2,2,2,34,2
"2403",1652854226,3,3,4,4,3,17,9,8,8,8,7,40,1,23,3,4,4,4,4,3,3,4,2,2,3,2,9,4,3,7,58,4,4,3,3,3,3,5,5,5,4,1,3,3,3,3,3,3,2,2,1,4,2,3,2,2,3,2,1,30,2
"2404",1652887518,3,4,3,4,1,15,11,9,7,7,6,40,0,38,5,2,5,1,5,2,5,1,4,5,4,5,4,1,1,2,58,5,3,4,3,5,4,4,4,2,4,2,2,3,4,4,2,3,2,4,2,2,2,1,1,1,1,2,2,49,4
"2405",1653188971,2,2,1,1,3,9,10,7,9,6,6,38,0,26,3,3,4,2,3,4,3,2,3,4,2,4,5,3,4,7,59,2,3,3,4,4,3,4,4,4,4,4,2,4,3,4,3,4,2,2,2,4,3,3,2,3,3,0,2,53,4
"2406",1653238972,4,4,4,4,4,20,8,9,8,8,8,41,0,28,3,2,4,3,4,2,2,2,4,3,4,4,1,3,4,7,42,2,1,2,2,4,2,2,4,2,2,2,4,2,2,4,3,2,2,2,3,2,2,3,2,2,4,2,2,21,1
"2407",1653240619,1,2,4,1,2,10,11,11,9,7,11,49,0,38,5,1,5,2,5,2,5,1,5,4,4,5,5,4,4,8,26,1,1,3,1,3,1,1,3,1,1,3,1,1,1,1,2,1,2,2,1,4,3,1,1,1,1,1,2,50,4
"2408",1653292457,2,2,2,2,2,10,9,9,7,7,7,39,0,36,4,2,5,1,5,1,4,2,4,5,5,4,5,2,2,4,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,1,1,2,4,1,26,2
"2409",1653340468,1,4,3,4,3,15,10,10,7,7,7,41,1,20,2,5,3,1,1,3,1,2,1,5,3,4,6,3,4,7,49,4,4,2,4,3,1,1,5,3,4,4,4,4,1,2,1,2,2,1,3,4,3,4,3,5,5,1,2,45,4
"2411",1653999080,2,3,2,1,3,11,9,7,8,6,5,35,1,25,1,3,4,1,4,4,3,3,3,5,2,3,2,3,4,7,41,3,2,1,4,3,2,3,3,2,3,1,1,3,2,3,3,2,2,2,2,2,2,5,2,2,3,2,2,24,1
"2412",1654527920,3,2,2,2,3,12,3,5,2,5,5,20,1,25,4,2,3,2,2,3,3,4,4,4,3,2,6,2,4,6,51,3,3,2,2,2,2,2,3,3,4,4,4,3,4,3,4,3,2,2,1,4,2,2,3,4,3,2,2,37,3
"2413",1654677711,2,3,4,3,2,14,5,3,9,10,8,35,1,22,4,3,2,5,4,3,2,3,3,1,3,3,4,3,3,6,46,2,2,3,3,2,4,3,2,3,2,2,3,3,4,3,2,3,2,4,2,2,3,2,4,2,4,1,2,25,2
"2415",1655141614,4,4,4,4,4,20,9,4,7,7,8,35,1,25,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,8,75,5,5,4,5,5,5,4,5,5,5,3,4,4,4,4,4,4,2,1,2,4,2,3,3,3,3,2,2,35,3
"2416",1655304718,2,3,4,3,4,16,9,9,7,6,9,40,1,28,3,2,4,3,4,4,4,2,4,3,2,4,5,2,2,4,51,2,3,4,3,3,3,3,4,3,4,2,3,3,2,4,3,2,2,2,2,4,2,3,2,2,2,1,1,44,3
"2419",1655755274,1,2,3,1,3,10,9,10,6,7,11,43,1,26,3,3,3,1,3,3,3,3,3,5,3,3,5,3,4,7,42,3,1,1,4,1,2,4,2,3,3,3,2,2,2,4,2,3,2,2,2,4,2,3,3,3,3,1,2,64,5
"2422",1658886148,3,4,4,5,4,20,7,10,6,6,6,35,0,29,3,1,4,2,4,3,3,3,5,4,3,3,5,3,3,6,29,1,2,1,2,3,2,2,1,1,1,3,1,2,2,1,1,3,1,2,3,4,2,3,2,2,3,2,2,19,1
"2424",1659625208,1,3,2,1,3,10,9,10,6,7,8,40,0,25,3,3,3,2,3,4,4,3,3,4,2,3,1,2,2,4,42,3,2,2,2,4,2,2,3,4,2,2,3,2,2,3,2,2,2,4,2,4,3,3,3,3,2,0,2,24,1
"2425",1660024894,1,1,1,1,1,5,11,11,9,7,6,44,0,34,5,2,5,5,5,1,4,1,4,1,5,5,5,1,4,5,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,1,1,1,2,2,1,24,1
"2426",1661210816,1,1,1,1,2,6,6,7,7,6,6,32,0,31,5,2,4,2,4,4,4,2,4,4,2,4,6,3,2,5,34,4,1,3,2,2,2,2,4,1,3,1,1,1,1,4,1,1,2,2,2,2,3,1,2,2,2,1,1,76,6
"2428",1661629475,1,4,1,1,2,9,10,8,4,9,11,42,1,27,1,4,5,3,5,5,5,1,2,3,1,5,5,1,1,2,23,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,2,2,4,2,4,2,5,1,1,1,1,2,27,2
"2430",1662023761,5,5,5,5,3,23,11,11,7,6,5,40,0,24,3,3,3,3,3,4,3,2,3,3,2,4,5,2,2,4,70,4,5,3,5,5,3,5,5,5,5,5,5,5,5,1,1,3,2,1,1,2,2,3,3,3,3,4,1,18,1
"2431",1662243452,2,1,1,1,2,7,4,6,6,5,6,27,1,23,1,3,2,2,3,3,3,2,3,4,3,4,7,4,4,8,51,3,1,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,2,4,3,5,4,3,3,0,2,67,6
"2434",1662871554,2,3,3,2,3,13,10,8,7,6,8,39,1,26,3,3,3,2,3,2,3,3,3,4,4,3,5,3,4,7,60,4,3,4,4,4,3,3,4,4,3,4,3,4,4,3,4,2,1,1,1,4,3,3,3,3,3,3,2,21,1
"2436",1662891773,1,2,2,2,2,9,11,11,11,10,10,53,1,36,3,1,5,1,5,1,5,3,5,5,5,3,6,3,3,6,49,1,1,1,1,2,2,3,3,4,4,2,4,4,3,5,5,4,1,2,1,2,3,3,1,1,1,3,2,28,2
"2437",1662892653,2,2,2,1,2,9,7,7,6,6,6,32,1,24,2,3,4,2,2,3,3,3,3,4,3,3,5,2,2,4,62,4,2,2,4,4,5,4,2,4,4,4,4,4,4,3,4,4,2,2,2,2,3,4,2,4,3,1,2,24,1
"2438",1663498071,2,4,4,4,4,18,11,11,4,11,11,48,0,38,5,1,5,3,5,1,5,1,5,3,5,5,8,5,5,10,43,3,2,3,3,4,2,2,3,2,2,2,2,2,3,2,4,2,1,1,2,2,2,1,1,1,1,4,2,27,2
"2439",1663981210,5,4,4,3,4,20,6,7,4,8,8,33,1,22,4,4,3,4,4,3,2,4,2,2,3,2,6,4,3,7,68,5,5,5,4,3,4,4,3,3,4,3,5,4,3,4,4,5,2,2,2,2,3,2,3,2,4,1,1,23,1
"2440",1665427443,4,4,4,4,5,21,7,8,8,7,7,37,0,39,5,1,5,1,5,2,5,1,5,5,4,5,7,3,4,7,29,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,4,2,1,1,1,1,3,1,20,1
"2441",1667734774,3,4,4,2,3,16,5,6,7,7,7,32,1,24,2,3,3,2,3,3,3,3,3,4,3,3,7,2,4,6,38,1,2,2,4,3,2,2,2,3,3,2,2,3,2,2,2,1,1,2,1,2,2,4,3,3,3,4,2,48,4
"2442",1667838062,4,4,4,2,4,18,9,8,5,6,7,35,1,23,2,3,3,2,3,3,3,4,3,4,3,2,5,2,3,5,56,2,2,4,4,3,3,3,2,4,4,4,3,4,4,2,3,5,2,4,2,2,3,4,3,3,3,1,2,24,1
"2443",1668553209,1,1,1,1,1,5,10,8,9,8,7,42,1,23,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,10,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,4,3,3,3,1,1,19,1
"2444",1670034510,5,4,4,3,4,20,8,10,9,11,9,47,1,25,2,1,2,2,2,1,1,2,5,4,5,4,8,5,5,10,71,4,4,5,4,5,4,4,5,4,5,4,3,3,4,4,4,5,2,2,1,4,3,4,4,4,5,1,2,27,2
"2446",1670471236,1,2,3,1,4,11,8,9,3,6,7,33,1,24,3,3,3,2,3,4,3,3,3,4,2,3,8,3,3,6,74,4,4,5,5,4,3,5,3,5,5,4,4,5,5,5,3,5,2,2,2,4,2,3,3,3,3,1,2,66,6
"2448",1670977076,1,1,1,1,1,5,7,9,9,6,4,35,0,25,3,3,3,2,2,3,3,2,3,4,3,4,5,3,2,5,26,2,1,3,2,2,1,1,3,1,1,1,1,1,1,1,3,1,2,2,2,4,2,3,3,4,3,1,2,31,2
"2451",1671942341,1,3,3,1,2,10,7,7,6,7,7,34,1,24,3,3,2,2,3,3,2,2,3,4,3,4,4,3,4,7,60,3,2,3,4,4,3,4,4,4,4,4,4,4,3,2,4,4,2,2,2,2,3,3,4,3,4,1,1,40,3
"2452",1672019982,5,4,5,5,5,24,6,9,6,9,7,37,1,25,4,3,2,2,1,2,2,1,3,4,4,5,6,3,3,6,72,5,5,4,5,3,3,4,3,5,5,4,5,5,3,4,4,5,2,2,2,4,3,2,4,5,4,0,2,27,2
"2454",1672259278,1,2,1,1,3,8,9,9,6,6,8,38,1,27,3,2,3,1,3,3,3,3,4,5,3,3,4,3,1,4,30,3,2,1,2,2,1,1,2,1,1,2,1,2,3,2,2,2,2,2,2,4,3,3,3,3,3,0,2,43,3
"2455",1672369662,5,5,3,1,2,16,11,11,11,11,11,55,0,25,2,3,4,2,3,3,3,3,3,4,3,3,1,2,4,6,53,4,3,2,2,3,3,5,4,4,4,1,4,2,4,2,4,2,2,2,2,2,2,4,2,3,3,2,1,21,1
"2457",1672956638,4,3,3,1,3,14,6,5,5,2,2,20,0,34,4,2,5,1,3,2,4,1,4,5,4,5,6,3,3,6,43,3,2,3,4,4,3,2,4,1,2,1,2,1,2,3,4,2,2,2,2,4,3,2,1,3,2,0,1,53,4
"2458",1672994097,4,4,5,5,5,23,11,11,11,11,11,55,1,38,5,1,5,1,5,3,5,1,5,5,3,5,1,1,1,2,64,1,4,4,5,5,5,5,1,5,5,1,5,5,4,5,2,2,2,2,2,2,3,1,1,1,1,1,1,33,2
"2459",1673019157,3,2,1,1,3,10,6,8,5,4,1,24,0,31,3,2,5,1,1,3,5,1,4,5,3,5,5,3,3,6,47,3,3,3,4,2,3,4,2,3,2,3,2,2,3,3,2,3,1,1,1,2,2,3,1,5,1,5,2,28,2
"2460",1673501241,3,2,2,2,2,11,6,9,3,4,4,26,1,24,2,3,3,3,3,3,3,2,3,3,3,4,5,1,1,2,52,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,1,4,3,4,3,3,3,1,2,31,2
"2461",1673849874,1,1,1,1,1,5,5,4,3,1,1,14,1,16,1,5,1,5,1,5,5,1,1,1,1,5,10,5,5,10,34,1,1,4,3,4,1,3,3,1,4,1,1,1,1,3,1,1,2,1,1,2,2,5,5,5,1,4,1,41,3
"2462",1674303017,3,4,5,4,5,21,8,7,7,5,6,33,0,24,2,3,3,3,3,2,3,3,3,3,4,3,5,3,3,6,60,3,4,2,4,4,4,4,3,4,4,4,2,4,4,4,2,4,2,2,2,2,2,4,3,3,3,2,2,19,1
"2463",1674602271,3,2,1,3,2,11,9,9,9,9,9,45,1,26,2,2,4,2,3,2,2,3,4,4,4,3,5,1,2,3,52,4,2,2,4,2,2,2,5,5,4,4,4,2,2,2,2,4,2,4,2,4,2,4,2,3,4,1,2,33,2
"2465",1674798498,4,4,4,4,4,20,6,9,3,3,6,27,1,24,3,2,2,2,2,2,2,3,4,4,4,3,5,4,4,8,65,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,3,2,2,2,2,3,3,4,4,4,1,1,23,1
"2466",1675508212,1,1,1,1,1,5,7,7,8,4,4,30,0,38,5,1,5,1,5,2,5,2,5,5,4,4,7,3,4,7,21,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,1,64,5
"2468",1675591648,1,1,1,1,1,5,6,9,8,4,4,31,0,35,5,3,5,1,5,3,5,2,3,5,3,4,2,1,2,3,32,1,2,3,2,3,1,1,2,1,2,2,1,1,1,2,5,2,1,1,1,2,2,1,1,1,1,5,1,24,1
"2470",1675640026,5,5,5,5,5,25,9,11,1,6,11,38,1,27,1,2,5,3,5,4,2,1,4,3,2,5,5,4,3,7,84,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,5,1,1,4,2,2,22,1
"2471",1676029479,1,4,4,4,5,18,7,7,8,6,4,32,1,12,1,5,1,3,1,4,1,4,1,3,2,2,7,3,2,5,42,4,2,2,1,1,1,1,5,2,1,5,2,4,4,1,2,4,2,1,4,2,3,5,5,5,5,2,2,19,1
"2472",1676344982,1,1,1,1,1,5,8,5,7,2,2,24,1,29,2,4,4,1,5,4,5,2,2,5,2,4,7,3,4,7,50,1,1,1,5,4,2,5,5,5,5,1,1,5,1,5,2,1,2,2,2,4,2,4,2,1,1,1,2,68,6
"2473",1676400616,1,1,1,1,1,5,9,10,6,5,6,36,1,30,3,2,3,2,4,2,4,2,4,4,4,4,7,3,3,6,35,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2,5,2,59,5
"2474",1677214534,3,4,4,1,3,15,8,9,10,8,8,43,1,15,4,5,2,4,1,5,2,4,1,2,1,2,5,5,4,9,48,2,2,4,2,4,4,4,5,1,3,3,3,1,4,3,1,2,2,2,2,2,2,2,4,5,4,2,1,25,2
"2476",1677828627,4,4,4,4,5,21,5,6,6,6,6,29,1,26,4,4,4,4,4,2,2,2,2,2,4,4,7,5,5,10,73,5,3,4,5,5,4,4,4,4,4,5,3,4,5,5,4,5,2,4,2,4,3,2,2,2,4,0,1,46,4
"2478",1680517250,3,2,2,2,2,11,8,8,5,6,6,33,0,27,2,2,4,2,3,3,3,2,4,4,3,4,7,3,3,6,44,3,3,3,2,3,2,2,3,2,3,3,3,2,3,3,2,2,2,1,1,2,3,4,2,3,3,3,1,36,3
"2479",1680542033,1,1,1,1,1,5,7,11,8,5,6,37,1,12,1,5,1,3,1,4,2,5,1,3,2,1,5,3,3,6,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,4,4,1,31,2
"2480",1680646543,3,3,3,1,4,14,7,6,7,7,7,34,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,3,4,7,52,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,1,4,3,3,3,3,3,2,1,62,5
"2482",1681574594,2,2,2,2,5,13,9,8,7,9,9,42,0,23,2,4,4,3,5,5,2,2,2,3,1,4,4,2,3,5,36,3,3,4,2,2,1,1,3,2,2,1,3,2,1,3,2,1,2,2,2,2,3,4,2,1,4,1,2,22,1
"2484",1682300704,3,5,4,4,3,19,2,7,7,6,9,31,0,31,4,2,4,2,3,3,5,2,4,4,3,4,2,4,4,8,35,2,2,2,2,2,1,1,3,4,2,3,1,2,2,1,1,4,2,2,2,2,2,2,2,3,1,2,2,19,1
"2485",1682873545,3,3,4,3,3,16,6,6,6,6,6,30,1,22,2,4,4,3,3,3,2,3,2,3,3,3,5,3,3,6,58,3,4,3,3,4,4,3,4,3,3,4,4,4,2,3,4,3,2,2,3,3,3,4,2,3,4,0,2,23,1
"2487",1684537242,1,2,3,2,2,10,11,9,10,11,11,52,1,22,1,3,3,1,2,4,3,3,3,5,2,3,6,4,4,8,42,3,1,3,2,2,1,1,2,4,3,3,3,4,3,1,3,3,1,1,2,2,3,5,3,4,3,3,2,28,2
"2488",1684678937,1,2,1,1,1,6,11,9,9,9,9,47,1,10,1,5,1,5,1,5,1,3,1,1,1,3,9,5,5,10,34,5,1,1,1,1,1,1,5,1,1,1,5,1,1,2,5,1,2,2,2,4,3,5,5,5,5,0,2,52,4
"2489",1684688886,2,2,2,2,2,10,8,6,8,8,6,36,1,24,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,6,60,3,4,3,4,5,5,4,4,4,4,3,3,3,2,3,3,3,2,1,1,2,2,3,3,3,3,4,2,32,2
"2490",1684732009,3,3,2,1,1,10,1,5,6,4,4,20,1,25,1,1,4,3,3,3,4,4,5,3,3,2,4,3,3,6,44,3,3,3,2,1,5,2,2,1,3,3,1,2,2,5,4,2,2,2,1,4,2,5,2,3,2,2,3,19,1
"2491",1685016828,3,3,3,2,3,14,10,9,9,8,10,46,1,25,5,4,4,4,5,4,4,5,2,2,2,1,8,4,5,9,45,4,3,3,3,4,3,3,2,2,2,2,2,3,3,2,2,2,1,2,4,2,3,1,2,1,2,2,1,36,3
"2492",1685097648,4,2,2,2,4,14,7,5,7,5,5,29,0,25,4,4,4,1,2,3,3,4,2,5,3,2,8,2,4,6,47,2,2,2,4,4,2,2,5,4,4,2,2,4,2,2,2,2,2,4,3,4,2,2,2,4,3,1,2,25,2
"2494",1685548587,1,2,3,1,3,10,7,6,7,8,6,34,0,28,2,2,4,2,4,3,2,1,4,4,3,5,5,4,4,8,47,4,2,3,4,3,2,2,3,4,3,2,4,3,1,3,2,2,2,2,2,4,3,4,2,2,4,0,2,21,1
"2499",1686603154,1,3,1,1,2,8,11,7,8,7,8,41,1,29,3,3,4,2,4,2,3,2,3,4,4,4,4,2,2,4,25,4,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,3,3,2,2,3,1,2,20,1
"2500",1686655952,3,4,3,3,4,17,11,10,10,9,10,50,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,7,55,5,2,4,4,3,2,2,5,3,3,2,4,3,4,2,3,4,2,2,2,4,3,3,3,3,3,0,2,23,1
"2501",1687115405,1,1,3,1,3,9,6,7,11,7,7,38,1,26,5,5,5,1,1,2,3,4,1,5,4,2,5,2,5,7,64,5,5,3,5,1,2,4,3,4,1,4,4,4,4,5,5,5,4,4,4,4,4,1,1,5,3,0,1,18,1
"2502",1687320375,4,5,3,3,2,17,8,7,9,6,5,35,1,23,2,4,2,2,2,2,4,3,2,4,4,3,4,2,3,5,41,1,1,1,4,2,2,3,2,4,2,3,1,4,3,4,2,2,2,2,1,4,3,4,4,4,2,1,2,29,2
"2503",1687388876,3,4,4,1,1,13,1,9,6,6,1,23,1,30,5,3,3,1,3,3,3,1,3,5,3,5,8,4,3,7,50,3,3,4,5,3,3,3,5,3,3,2,1,3,3,3,1,2,2,4,3,4,3,1,3,3,3,0,1,65,6
"2504",1687422520,1,4,4,1,5,15,11,11,8,8,8,46,1,26,3,1,3,2,3,2,1,3,5,4,4,3,10,5,5,10,26,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,4,3,3,3,3,5,0,1,71,6
"2505",1687491682,1,1,1,1,1,5,11,10,10,10,9,50,1,40,5,1,5,1,5,1,5,1,5,5,5,5,4,4,5,9,27,2,3,1,1,1,1,1,5,1,1,1,2,1,1,1,3,1,3,1,2,2,2,1,1,1,1,3,1,45,4
"2507",1687948134,4,4,4,4,4,20,6,5,7,8,7,33,0,22,3,4,2,3,3,4,3,2,2,3,2,4,5,3,2,5,53,3,3,3,3,2,3,3,4,3,3,2,3,3,4,3,4,4,2,2,3,4,3,3,4,3,3,0,1,44,3
